backnumber,player_id,team_id,position,birthday,profile
41,Daniel Lynch IV,KC,Pitcher,11/17/1996,"198cm, 91kg"
14,Jac Caglianone,KC,Outfielder,02/09/2003,"196cm, 113kg"
46,John Schreiber,KC,Pitcher,03/05/1994,"188cm, 102kg"
62,Jonathan Bowlan,KC,Pitcher,12/01/1996,"198cm, 109kg"
6,Jonathan India,KC,Second Base,12/15/1996,"180cm, 91kg"
28,Kyle Isbel,KC,Outfielder,03/03/1997,"178cm, 86kg"
60,Lucas Erceg,KC,Pitcher,05/01/1995,"188cm, 97kg"
58,Luinder Avila,KC,Pitcher,08/21/2001,"190cm, 88kg"
17,Luke Maile,KC,Catcher,02/06/1991,"190cm, 102kg"
11,Maikel Garcia,KC,Third Base,03/03/2000,"185cm, 82kg"
24,Michael Lorenzen,KC,Pitcher,01/04/1992,"190cm, 98kg"
19,Michael Massey,KC,Second Base,03/22/1998,"183cm, 88kg"
18,Mike Yastrzemski,KC,Outfielder,08/23/1990,"180cm, 82kg"
12,Nick Loftin,KC,Outfielder,09/25/1998,"183cm, 82kg"
65,Noah Cameron,KC,Pitcher,07/17/1999,"190cm, 100kg"
15,Randal Grichuk,KC,Outfielder,08/13/1991,"183cm, 98kg"
38,Ryan Bergert,KC,Pitcher,03/08/2000,"185cm, 95kg"
13,Salvador Perez,KC,Catcher,05/10/1990,"190cm, 116kg"
73,Sam Long,KC,Pitcher,07/08/1995,"185cm, 84kg"
32,Stephen Kolek,KC,Pitcher,04/18/1997,"190cm, 95kg"
45,Taylor Clarke,KC,Pitcher,05/13/1993,"193cm, 95kg"
2,Tyler Tolbert,KC,Second Base,01/27/1998,"180cm, 84kg"
9,Vinnie Pasquantino,KC,First Base,10/10/1997,"190cm, 111kg"
12,Alex Call,LAD,Outfielder,09/27/1994,"180cm, 86kg"
51,Alex Vesia,LAD,Pitcher,04/11/1996,"185cm, 95kg"
44,Andy Pages,LAD,Outfielder,12/08/2000,"185cm, 96kg"
43,Anthony Banda,LAD,Pitcher,08/10/1993,"188cm, 100kg"
47,Ben Rortvedt,LAD,Catcher,09/25/1997,"175cm, 95kg"
7,Blake Snell,LAD,Pitcher,12/04/1992,"193cm, 102kg"
49,Blake Treinen,LAD,Pitcher,06/30/1988,"196cm, 102kg"
22,Clayton Kershaw,LAD,Pitcher,03/19/1988,"193cm, 102kg"
60,Edgardo Henriquez,LAD,Pitcher,06/24/2002,"193cm, 91kg"
80,Emmet Sheehan,LAD,Pitcher,11/15/1999,"196cm, 100kg"
8,Enrique Hernández,LAD,First Base,08/24/1991,"178cm, 88kg"
5,Freddie Freeman,LAD,First Base,09/12/1989,"193cm, 100kg"
6,Hyeseong Kim,LAD,Second Base,01/27/1999,"178cm, 79kg"
86,Jack Dreyer,LAD,Pitcher,02/27/1999,"188cm, 93kg"
70,Justin Wrobleski,LAD,Pitcher,07/14/2000,"185cm, 88kg"
38,Kirby Yates,LAD,Pitcher,03/25/1987,"178cm, 93kg"
13,Max Muncy,LAD,Third Base,08/25/1990,"178cm, 98kg"
23,Michael Conforto,LAD,Outfielder,03/01/1993,"180cm, 98kg"
45,Michael Kopech,LAD,Pitcher,04/30/1996,"190cm, 100kg"
72,Miguel Rojas,LAD,Second Base,02/24/1989,"180cm, 85kg"
50,Mookie Betts,LAD,Shortstop,10/07/1992,"178cm, 82kg"
17,Shohei Ohtani,LAD,Two-Way Player,07/05/1994,"190cm, 95kg"
66,Tanner Scott,LAD,Pitcher,07/22/1994,"183cm, 107kg"
37,Teoscar Hernández,LAD,Outfielder,10/15/1992,"183cm, 98kg"
25,Tommy Edman,LAD,Second Base,05/09/1995,"175cm, 88kg"
31,Tyler Glasnow,LAD,Pitcher,08/23/1993,"203cm, 102kg"
16,Will Smith,LAD,Catcher,03/28/1995,"178cm, 88kg"
18,Yoshinobu Yamamoto,LAD,Pitcher,08/17/1998,"178cm, 80kg"
87,Andrés Chaparro,WSH,First Base,05/04/1999,"183cm, 91kg"
54,Andrew Alvarez,WSH,Pitcher,06/13/1999,"190cm, 98kg"
61,Brad Lord,WSH,Pitcher,02/14/2000,"190cm, 95kg"
55,Brady House,WSH,Third Base,06/04/2003,"193cm, 94kg"
5,CJ Abrams,WSH,Shortstop,10/03/2000,"183cm, 87kg"
24,Cade Cavalli,WSH,Pitcher,08/14/1998,"193cm, 101kg"
39,Clayton Beeter,WSH,Pitcher,10/09/1998,"188cm, 100kg"
99,Cole Henry,WSH,Pitcher,07/15/1999,"193cm, 91kg"
51,Daylen Lile,WSH,Outfielder,11/30/2002,"180cm, 88kg"
3,Dylan Crews,WSH,Outfielder,02/26/2002,"183cm, 92kg"
79,Jackson Rutledge,WSH,Pitcher,04/01/1999,"203cm, 109kg"
30,Jacob Young,WSH,Outfielder,07/27/1999,"180cm, 87kg"
27,Jake Irvin,WSH,Pitcher,02/18/1997,"198cm, 106kg"
29,James Wood,WSH,Outfielder,09/17/2002,"201cm, 106kg"
44,Jorge Alfaro,WSH,Catcher,06/11/1993,"185cm, 110kg"
47,Jose A. Ferrer,WSH,Pitcher,03/03/2000,"185cm, 106kg"
19,Josh Bell,WSH,First Base,08/14/1992,"190cm, 118kg"
45,Konnor Pilkington,WSH,Pitcher,09/12/1997,"190cm, 109kg"
2,Luis García Jr.,WSH,Second Base,05/16/2000,"185cm, 98kg"
1,MacKenzie Gore,WSH,Pitcher,02/24/1999,"188cm, 88kg"
71,Mason Thompson,WSH,Pitcher,02/20/1998,"198cm, 109kg"
70,Mitchell Parker,WSH,Pitcher,09/27/1999,"193cm, 108kg"
26,Nasim Nuñez,WSH,Shortstop,08/18/2000,"173cm, 75kg"
50,PJ Poulin,WSH,Pitcher,07/25/1996,"185cm, 88kg"
14,Paul DeJong,WSH,Third Base,08/02/1993,"183cm, 93kg"
15,Riley Adams,WSH,Catcher,06/26/1996,"193cm, 119kg"
57,Robert Hassell III,WSH,Outfielder,08/15/2001,"185cm, 84kg"
16,Shinnosuke Ogasawara,WSH,Pitcher,10/08/1997,"180cm, 93kg"
9,Brandon Nimmo,NYM,Outfielder,03/27/1993,"188cm, 93kg"
40,Brandon Sproat,NYM,Pitcher,09/17/2000,"190cm, 98kg"
7,Brett Baty,NYM,Third Base,11/13/1999,"190cm, 95kg"
25,Brooks Raley,NYM,Pitcher,06/29/1988,"190cm, 91kg"
28,Cedric Mullins,NYM,Outfielder,10/01/1994,"173cm, 79kg"
35,Clay Holmes,NYM,Pitcher,03/27/1993,"196cm, 111kg"
23,David Peterson,NYM,Pitcher,09/03/1995,"198cm, 109kg"
39,Edwin Díaz,NYM,Pitcher,03/22/1994,"190cm, 75kg"
4,Francisco Alvarez,NYM,Catcher,11/19/2001,"178cm, 106kg"
12,Francisco Lindor,NYM,Shortstop,11/14/1993,"178cm, 86kg"
65,Gregory Soto,NYM,Pitcher,02/11/1995,"185cm, 106kg"
30,Hayden Senger,NYM,Catcher,04/03/1997,"185cm, 95kg"
43,Huascar Brazobán,NYM,Pitcher,10/15/1989,"190cm, 70kg"
1,Jeff McNeil,NYM,Second Base,04/08/1992,"183cm, 88kg"
21,Jonah Tong,NYM,Pitcher,06/19/2003,"185cm, 82kg"
19,Jose Siri,NYM,Outfielder,07/22/1995,"188cm, 95kg"
22,Juan Soto,NYM,Outfielder,10/25/1998,"185cm, 102kg"
2,Luisangel Acuña,NYM,Second Base,03/12/2002,"173cm, 82kg"
27,Mark Vientos,NYM,Third Base,12/11/1999,"190cm, 84kg"
26,Nolan McLean,NYM,Pitcher,07/24/2001,"188cm, 97kg"
20,Pete Alonso,NYM,First Base,12/07/1994,"190cm, 111kg"
75,Reed Garrett,NYM,Pitcher,01/02/1993,"188cm, 88kg"
10,Ronny Mauricio,NYM,Third Base,04/04/2001,"193cm, 75kg"
56,Ryan Helsley,NYM,Pitcher,07/18/1994,"188cm, 107kg"
55,Ryne Stanek,NYM,Pitcher,07/26/1991,"193cm, 103kg"
59,Sean Manaea,NYM,Pitcher,02/01/1992,"196cm, 111kg"
6,Starling Marte,NYM,Outfielder,10/09/1988,"183cm, 88kg"
71,Tyler Rogers,NYM,Pitcher,12/17/1990,"190cm, 82kg"
